Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,Prepn_Time
27.0,4.6,Fog,Jam,2,Snack,scooter,0.0,No,Metropolitian,23,7.75677275909668,5
30.0,4.1,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Urban,39,16.366036185589195,10
30.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,29,3.067770561072821,0
34.0,4.5,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,19,4.531036199759811,5
33.0,4.1,Cloudy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,34,10.883734942367136,5
26.0,4.7,Fog,Jam,1,Drinks,scooter,2.0,No,Metropolitian,41,10.415463360379787,10
27.0,4.6,Stormy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,34,13.962273610782457,15
37.0,4.6,Fog,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,25,13.993521097863649,5
30.0,4.7,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,52,10.625000785116185,0
31.0,4.6,Stormy,High,0,Snack,motorcycle,0.0,No,Metropolitian,38,3.1380694073889375,10
33.0,4.3,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,7.480669078318166,10
30.0,4.7,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,31,12.395136598591078,0
32.0,4.7,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16,10.859484492786814,5
31.0,4.9,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,16,7.439665794628368,15
39.0,4.7,Fog,Low,2,Snack,scooter,0.0,No,Urban,15,1.510641269037446,5
29.0,4.2,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,42,12.057018583052514,15
28.0,4.6,Windy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,25,1.53411592989738,5
30.0,4.8,Sandstorms,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,25,13.591000472238147,10
23.0,4.9,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,16.584431162503016,15
34.0,4.5,Sunny,Medium,1,Meal,motorcycle,1.0,No,Urban,16,16.79920368367176,5
30.0,4.5,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Urban,47,10.550295445173377,10
31.0,4.5,Cloudy,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,51,19.937684790448834,5
24.0,4.4,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,29,4.580117184533858,5
30.0,5.0,Stormy,Low,2,Meal,electric_scooter,1.0,No,Urban,24,3.0821426570190336,15
37.0,4.5,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,9.414207472710384,10
34.0,4.7,Cloudy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,15,3.068338311698896,5
26.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,17,3.036120069998185,5
37.0,4.3,Cloudy,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,39,10.983241696284242,5
36.0,4.6,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,24,1.4881912567305338,10
30.0,4.4,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,1.5296079435702281,15
27.0,4.8,Cloudy,Jam,0,Meal,motorcycle,0.0,Yes,Metropolitian,45,10.70661791253787,5
26.0,4.6,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,13,20.862919305122812,5
30.0,4.7,Fog,Low,3,Meal,motorcycle,1.0,No,Metropolitian,32,12.552275755914396,0
21.0,5.0,Cloudy,Medium,2,Snack,scooter,1.0,No,Urban,35,10.550164239141058,5
28.0,4.7,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,16,1.533904981392392,15
22.0,4.9,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,12,6.11841026532285,10
23.0,4.5,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,22,13.390941367714726,5
37.0,4.8,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,27,12.392704620939153,5
27.0,4.8,Fog,High,1,Meal,motorcycle,1.0,No,Urban,26,6.0714137610243695,10
31.0,4.5,Sunny,Jam,2,Drinks,scooter,0.0,No,Urban,23,13.660741162989456,15
38.0,4.8,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,22,19.600496653927255,5
35.0,3.8,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,43,12.395001965045504,15
23.0,4.9,Sandstorms,Jam,1,Snack,scooter,0.0,No,Metropolitian,23,20.213749305783026,10
37.0,4.8,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,30,4.588878401100728,10
28.0,4.1,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,18,1.5573699439196458,5
37.0,5.0,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,43,10.246167486355567,5
33.0,4.0,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,54,17.10291141849602,15
28.0,4.8,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,18,12.393366266349965,10
24.0,4.8,Windy,Low,2,Meal,scooter,0.0,No,Urban,11,20.166055388214634,5
31.0,4.5,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,3.1380694073889375,15
34.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,26,3.06815937495337,15
33.0,4.6,Sandstorms,Medium,1,Snack,scooter,0.0,No,Metropolitian,25,6.2195799756053045,5
20.0,4.5,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,1.5267378464998722,15
23.0,4.7,Stormy,Low,1,Drinks,scooter,1.0,No,Urban,19,1.5269331229167933,10
32.0,4.9,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,29,16.871969938410068,10
26.0,4.8,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,28,9.414207472710384,15
31.0,4.7,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,15,3.058767941533623,5
35.0,4.8,Sunny,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,15,3.0206750082467804,10
37.0,4.8,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,28,7.669593796336562,15
28.0,4.5,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,20,12.552275755914396,10
24.0,5.0,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,38,11.891193798513841,15
26.0,5.0,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,28,13.205590665073863,5
39.0,5.0,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,25,6.198355147984955,15
37.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,39,19.659201515977184,10
22.0,4.8,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,29,9.177783656275798,10
29.0,4.8,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,16,1.5295061121281768,15
25.0,4.7,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,25,19.729460138980883,5
22.0,4.6,Stormy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,24,4.707104052532131,10
30.0,4.5,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,27,3.025033485970421,5
31.0,4.7,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,9.177225998300313,15
24.0,4.7,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,26,9.297855593284817,5
20.0,4.7,Windy,Low,2,Snack,scooter,1.0,No,Urban,18,1.5180601842214017,5
36.0,4.2,Windy,Medium,0,Snack,motorcycle,1.0,No,Urban,46,19.340764837528944,5
36.0,4.2,Stormy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,44,10.983241696284242,15
22.0,4.7,Windy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,29,9.061353966600347,15
36.0,4.8,Fog,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,16,6.1978071330011595,10
24.0,4.8,Cloudy,Medium,1,Drinks,scooter,0.0,No,Urban,10,6.041529490667355,10
39.0,4.8,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,10,3.059264618989205,15
39.0,4.9,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,28,1.5690347154047222,10
32.0,4.8,Windy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,29,10.845823925902426,5
26.0,4.8,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,22,10.62543774033801,10
25.0,5.0,Cloudy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,21,1.5296416592868687,15
38.0,4.9,Sunny,Medium,2,Snack,scooter,0.0,No,Urban,22,6.03183662266173,5
27.0,4.6,Windy,High,1,Meal,scooter,1.0,No,Metropolitian,25,3.0145952544337877,5
33.0,4.2,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,31,6.045370966436464,5
28.0,4.6,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,41,17.041193611787897,15
27.0,5.0,Stormy,Low,1,Buffet,scooter,0.0,No,Metropolitian,14,1.5574535348921383,15
23.0,4.7,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,25,7.538349599532718,5
26.0,4.9,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,20,6.219677761888663,15
31.0,4.4,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,34,4.589078879821043,15
25.0,4.1,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,31,19.85360391181812,5
34.0,4.6,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,12.098902980591932,15
36.0,4.2,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,3.036120069998185,15
29.0,4.7,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,10,20.141320056381183,10
22.0,4.8,Sunny,Low,2,Snack,motorcycle,0.0,No,Metropolitian,21,1.5514399766348916,10
39.0,4.8,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,17,7.536651156165946,10
26.0,4.3,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,34,3.0531685627190037,15
29.0,4.9,Stormy,Jam,2,Snack,scooter,0.0,No,Metropolitian,18,10.983241696284242,15
21.0,4.7,Sunny,Jam,2,Meal,motorcycle,0.0,No,Urban,10,7.845173108613386,15
33.0,4.7,Fog,Low,2,Meal,motorcycle,0.0,No,Urban,15,9.343586138418342,15
33.0,3.6,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Urban,34,13.99363480725943,10
24.0,5.0,Cloudy,High,2,Buffet,motorcycle,1.0,No,Urban,26,1.5271823546903054,5
29.0,4.9,Fog,Jam,2,Snack,scooter,2.0,No,Metropolitian,36,13.76488736327854,15
27.0,4.9,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,22,7.589156442701957,10
21.0,4.0,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,32,16.393167111000974,15
31.0,4.6,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,6.118317146789669,15
29.0,4.7,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,18,19.318993318912078,10
30.0,4.2,Fog,Medium,2,Meal,scooter,2.0,No,Metropolitian,35,16.759779606338043,15
26.0,4.5,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,18,7.746223734595355,15
36.0,4.5,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,25,7.6354430632058685,15
25.0,4.6,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,17,4.581785718136916,15
29.0,5.0,Fog,Medium,0,Snack,motorcycle,1.0,No,Urban,32,19.599246391302138,10
26.0,4.8,Windy,Jam,0,Drinks,motorcycle,1.0,No,Urban,25,19.80711075154833,10
33.0,4.9,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,32,7.536019458519231,5
35.0,5.0,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,36,13.611044846525981,15
38.0,3.6,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,17.040057337914522,10
22.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,26,3.054566519402013,10
25.0,4.7,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,23,9.344526186563364,15
34.0,4.8,Stormy,High,1,Snack,scooter,1.0,No,Metropolitian,27,3.098496000363412,15
39.0,4.7,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,26,12.14306863645734,10
31.0,4.7,Fog,Jam,2,Snack,electric_scooter,1.0,Yes,Metropolitian,43,13.750484667228228,15
33.0,4.9,Fog,High,1,Snack,scooter,1.0,No,Metropolitian,31,6.197821963200788,5
25.0,4.6,Fog,Medium,1,Drinks,scooter,0.0,No,Urban,25,20.16698937867584,10
24.0,4.5,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,23,17.041284717657593,15
36.0,4.9,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,27,9.308411100114,15
25.0,4.7,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,19,7.589156442701957,15
31.0,4.0,Fog,Jam,1,Drinks,scooter,2.0,No,Metropolitian,41,16.635180987928408,5
31.0,4.7,Sunny,High,2,Drinks,scooter,1.0,No,Urban,15,3.020916215301368,10
35.0,4.1,Sandstorms,High,2,Drinks,scooter,0.0,No,Urban,31,3.0589705915603407,15
37.0,4.9,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,24,4.464153158899913,15
25.0,4.6,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,19,12.099048379319935,15
27.0,4.9,Sunny,High,1,Meal,motorcycle,0.0,No,Urban,12,6.02942286362744,5
32.0,4.6,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,1.554902837646469,5
37.0,4.9,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,51,10.704957546119868,15
38.0,4.6,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,23,10.844039790363599,5
23.0,4.8,Sunny,High,2,Drinks,scooter,0.0,No,Metropolitian,13,6.029055155289032,10
38.0,4.3,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,1.5180978782571646,10
20.0,4.9,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,22,6.20541663672186,15
20.0,4.6,Windy,High,1,Meal,scooter,0.0,No,Metropolitian,22,1.549521034342308,10
31.0,4.6,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,45,19.849922765880866,15
33.0,4.5,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,26,3.0986894561589557,15
30.0,4.7,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,13,20.39744277518833,0
33.0,4.9,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,17,6.205591081602371,5
38.0,4.5,Fog,Medium,0,Snack,motorcycle,1.0,No,Urban,29,7.845173108613386,5
39.0,4.4,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,33,9.245826665693794,5
28.0,4.0,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,9.296553929181774,5
29.0,4.7,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,19,4.707104052532131,15
37.0,3.8,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,34,12.393366266349965,5
23.0,4.8,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,13.390793718689235,10
39.0,4.9,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,25,6.041529490667355,10
35.0,4.9,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,30,16.760379276055943,10
26.0,4.5,Windy,High,2,Drinks,scooter,1.0,No,Metropolitian,18,5.951847295146883,5
28.0,5.0,Sandstorms,Low,1,Snack,scooter,0.0,No,Urban,15,7.551916878328149,15
36.0,4.7,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,21,19.65920738874082,15
27.0,4.7,Cloudy,Medium,2,Drinks,electric_scooter,1.0,No,Urban,25,12.39246562577745,10
31.0,4.9,Fog,Jam,1,Drinks,scooter,0.0,No,Metropolitian,25,7.774617817968805,5
35.0,4.5,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,28,7.636642780346185,10
39.0,4.6,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,27,11.923277133668595,15
33.0,5.0,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,33,7.745892925201073,15
23.0,4.6,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,16,3.0208643922773284,15
25.0,3.1,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,44,12.056961846384159,15
37.0,4.7,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,3.0986720501536995,10
28.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,13.942528825315236,10
27.0,4.9,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,21,6.071959804867862,10
39.0,4.8,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36,7.589156442701957,10
38.0,4.9,Sunny,High,0,Buffet,motorcycle,1.0,No,Urban,24,6.118362902630703,10
29.0,4.3,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,26,1.549420818380559,10
35.0,4.6,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26,10.793211364358624,5
25.0,5.0,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,25,3.067985699632082,10
25.0,4.8,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Urban,26,10.416135922112648,5
30.0,4.7,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,28,9.414207472710384,15
35.0,4.8,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,22,17.25937671693666,15
30.0,4.7,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,33,10.624868125959805,0
34.0,4.1,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,37,10.983241696284242,5
33.0,5.0,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,35,12.271866644290368,15
38.0,4.7,Sunny,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,19,1.5690347154047222,15
33.0,4.1,Fog,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,32,9.107880591147302,10
37.0,4.7,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,3.014385561380863,5
21.0,4.7,Fog,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,24,7.441494565146906,15
38.0,4.6,Fog,Jam,1,Meal,scooter,2.0,No,Metropolitian,46,10.413406275388782,5
21.0,4.7,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,21,20.13824237750315,15
31.0,4.2,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,10.421014068585688,10
30.0,4.7,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,32,1.4866212499213802,0
29.0,4.8,Sandstorms,Low,1,Meal,scooter,0.0,No,Urban,11,12.062973163577762,5
20.0,4.9,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,19,1.5341291142656948,15
34.0,4.7,Sunny,Jam,2,Meal,scooter,1.0,No,Urban,19,12.438529701270445,5
20.0,4.9,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,37,16.582689459566968,15
32.0,4.6,Fog,Jam,0,Meal,motorcycle,3.0,No,Semi-Urban,51,10.737260597764733,15
22.0,4.7,Windy,High,2,Snack,electric_scooter,0.0,No,Metropolitian,23,6.1977399151548,5
20.0,5.0,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,18,9.295128065715453,10
38.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32,4.707104052532131,10
24.0,4.8,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,16,9.175803174868914,10
27.0,4.6,Windy,High,0,Drinks,motorcycle,1.0,No,Urban,24,6.028642462299065,5
22.0,4.7,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,31,10.550295445173377,15
28.0,4.1,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,36,4.648989856107341,10
36.0,4.4,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,41,13.41246037752413,5
23.0,4.7,Fog,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,22,9.142699227183106,15
34.0,4.8,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,25,9.043151042212209,10
38.0,4.8,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,22,9.414207472710384,15
33.0,5.0,Sunny,Low,1,Meal,scooter,0.0,No,Urban,19,16.822593330901856,5
31.0,3.9,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,40,19.846780345572487,15
26.0,4.6,Fog,High,0,Snack,motorcycle,0.0,No,Metropolitian,25,3.020959894473488,10
27.0,4.6,Cloudy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,25,20.212199139843758,5
32.0,4.5,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,33,20.211745361504864,10
30.0,4.7,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Urban,25,6.1983397369141935,0
28.0,4.1,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,3.1026192122543756,5
30.0,4.7,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,48,13.464532074366032,0
30.0,3.6,Sandstorms,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,32,12.438888796445053,10
36.0,3.7,Stormy,Jam,2,Meal,scooter,2.0,Yes,Metropolitian,42,10.707210298982002,15
37.0,4.6,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,13.743515685221775,10
24.0,4.9,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,18,11.96809200296562,10
24.0,4.8,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,9.307757372286968,10
20.0,4.6,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,25,9.067751559684977,10
37.0,4.6,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,16,10.737155356761592,15
24.0,4.8,Fog,Medium,0,Snack,motorcycle,0.0,Yes,Urban,44,12.235136123611104,10
38.0,4.7,Sandstorms,Jam,2,Drinks,scooter,0.0,No,Metropolitian,31,9.106890920609366,5
36.0,4.6,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,37,16.63524977660957,10
36.0,3.7,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,39,11.902924672838564,10
39.0,4.3,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,1.5549501505086067,10
22.0,4.8,Fog,Low,2,Meal,motorcycle,0.0,No,Metropolitian,14,1.549492895278265,5
20.0,5.0,Windy,Low,1,Meal,motorcycle,0.0,No,Urban,16,16.58453759838278,5
39.0,5.0,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,26,6.0286740052559145,5
38.0,4.8,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,23,4.537460219892332,5
32.0,4.9,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26,10.737174994526411,10
34.0,4.5,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,29,12.39395555693745,10
34.0,5.0,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,26,3.025020099127015,15
26.0,4.5,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,29,20.823995403517568,5
30.0,4.7,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,6.0280717308551015,0
29.0,4.6,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,23,6.041610424267577,15
21.0,4.6,Cloudy,Medium,2,Meal,scooter,0.0,No,Urban,19,9.344562697578361,5
37.0,4.0,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,32,9.308214731000808,15
24.0,4.9,Stormy,Medium,2,Meal,motorcycle,1.0,No,Urban,26,10.586671192788684,10
29.0,4.8,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,31,19.630243872265797,5
30.0,4.7,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,21,19.883194540663208,0
30.0,5.0,Sandstorms,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,36,16.635194216784537,10
25.0,4.4,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,25,1.5270548523807177,10
30.0,3.5,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,32,10.556221362344557,10
25.0,4.8,Windy,High,1,Snack,motorcycle,1.0,No,Metropolitian,28,5.961649333153061,10
29.0,4.6,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,19,12.3962386715408,5
36.0,4.7,Cloudy,High,2,Buffet,scooter,0.0,No,Metropolitian,33,6.118655404534047,10
25.0,5.0,Cloudy,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,12,7.432641228855702,10
21.0,4.3,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,3.059094162826021,5
35.0,4.9,Sunny,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,28,17.064094538257507,5
36.0,4.7,Cloudy,Medium,1,Meal,scooter,1.0,No,Urban,39,17.039971971806022,10
21.0,5.0,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,11,4.46512738686611,10
21.0,4.8,Windy,High,0,Drinks,motorcycle,1.0,No,Urban,16,6.049865202309801,10
21.0,4.6,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,38,16.8739423417276,5
30.0,4.6,Cloudy,Medium,0,Buffet,motorcycle,2.0,Yes,Metropolitian,49,13.739189928025109,5
21.0,4.6,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,28,10.859198634087065,5
29.0,4.8,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,31,12.22055746579262,15
36.0,4.5,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,27,10.859180843022576,10
35.0,4.0,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Urban,32,6.19680534366793,10
38.0,4.8,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,27,5.984784688978481,15
27.0,4.6,Sandstorms,Jam,2,Drinks,electric_scooter,0.0,No,Urban,17,20.141320056381183,15
22.0,4.7,Sunny,High,1,Buffet,motorcycle,1.0,No,Urban,14,5.951665577584722,15
30.0,4.7,Fog,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,44,10.689320527996212,0
25.0,4.7,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,15,20.13775691483711,10
20.0,4.7,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,10.7066902091211,15
29.0,4.0,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,34,16.611554699066566,15
26.0,4.8,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,15,9.307954561040031,10
20.0,4.9,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,12,1.5273046056475252,15
30.0,4.6,Stormy,Low,2,Buffet,scooter,1.0,No,Urban,26,13.611055665949733,15
